paper_refer
"자사주관리가 한국주식시장에 미치는 영향에 관한 실증분석 (13) : 169 ~ 195,"
"주식재매입의 효과에 관한 실증적 연구 2 : 97 ~ 114,"
"신탁계약 등을 통한 자기주식 취득의 동기 : 397 ~ 424,"
"자기주식 매입 전략과 기업의 가치 14 (1) : 59 ~ 88,"
"자사주매입과 자사주펀드의 유용성 분석 (11) : 241 ~ 271,"
"자사주매입 공시 후 주가수익률의 추세분석 (20) : 193 ~ 213,"
"Share Repurchase and Takeover Deterrence (22) : 72 ~ 88,"

"Costless versus Costly Signaling: Theory and Evidence from Share Repurchases,"
"Long-run Performance after Stock Splits: 1927 to 1996 58 : 1063 ~ 1985,"
"The Relative Signaling Power of Dutch Auction and Fixed-price Self-tender Offers and Open-market Share Repurchases (46) : 1243 ~ 1271,"
"Repurchase Tender Offers and Earnings Information (14) : 217 ~ 251,"
"""Defensive Changes in Corporate Payout Policy:Share Repurchase and Special Dividends : 1433 ~ 1456,"
"Why Do Firms Repurchase Stock? 73 : 331 ~ 334,"
"Good News and Bad News about Share Repurchases 60 : 45 ~ 72,"
"Open Market Repurchases: Signaling or Managerial Opportunism? 2 : 865 ~ 894,"
"The Information Content of Share Repurchase Programs,"
"The Information Content of Share Repurchase Program,"
"Stock Repurchases in Canada : Performance and Strategic Trading 55 : 2373 ~ 2397,"
"Market Underreaction to Open Market Share Repurchases 39 : 181 ~ 208,"
"The Option to Repurchase Stock 25 : 9 ~ 24,"
"Financial Flexibility and The Choice Between Dividends and Stock Repurchases 57 : 355 ~ 384,"
"Motives for Multiple Open-market Repurchase Programs,"
"Agency Costs of Free Cash Flow : 323 ~ 329,"
"When a Buyback isn't Buyback: Open Market Repurchases and Employee Options 63 : 235 ~ 261,"
"Distribution and Incomes of Corporations among Dividends,"
"Open Market Stock Repurchase Signaling 55 : 57 ~ 58,"
"Dividends, Share Repurchases, and the Substitution Hypothesis 57 : 1649 ~ 168,"
Actual Share Reacquisitions in Open-market Repurchase Programs 53 : 313 ~ 334
"주가와 거래량: 반 비모수적 접근방법 (13) : 1 ~ 35,"
"위험프레미엄과 상대적세력 투자전략의 수익성 14 : 1 ~ 21,"
"주가와 거래량: 시간대 종가 (16) : 163 ~ 183,"
"주식거래량 증감의 정보효과에 관한 실증연구 : 87 ~ 115,"
"주가와 거래량간의 선형 및 비선형 인과관계: 한국 주식시장에 서의 실증분석 (12) : 167 ~ 183,"
"한국주식시장에 있어서 반전거래전략과 계속거래전략의 경제적 유용성에 관한 비교연구 14 : 73 ~ 111,"
"가격변화와 거래량의 관계에 관한 연구: 시장미시구조 의 영향 : 273 ~ 299,"
"한국주식시장에서 계속투자전략과 반대투자전략의 수익성분석 : 33 ~ 72,"
"우리나라 장기 주식수익률 역전현상이 갖는 경제적 의미? (14) : 105 ~ 124,"
"주식거래량과 거래량 변동성의 주가예측력에 관한 연구 (14) : 1 ~ 27,"
"역투자전략과 상대적세력 투자전략을 이용한 거래량의 정보효 과분석 : 73 ~ 109,"
"Asset Pricing and The Bid-Ask Spread (17) : 223 ~ 249,"
The Role of Volume 
"Trading Volume and Serial Correlation in Stock Returns (107) : 905 ~ 939,"
"Volume and Autocovariances in Short-horizon Individual Security Returns (49) : 103 ~ 130,"
"An Anatomy of Trading Strategies (11) : 489 ~ 520,"
"Market States and Momentum,"
"Liquidity and Asset Returns: An Alternative Test (1) : 175 ~ 205,"
"Does the Stock Market Overreact? (40) : 793 ~ 805,"
"Further Evidence of Investor Overreaction and Stock Market Seasonality (42) : 557 ~ 581,"
Returns to Buying Winners and Selling Losers Implication for Stock Market Efficiency 
"Profitability of Momentum Strategies: An Evaluation of Alternative Explanations (56) : 699 ~ 720,"

"Common Risk Factors in the Returns to Stocks and Bonds (33) : 3 ~ 56,"
"Value versus Growth: The International Evidence (53) : 1975 ~ 1999,"
"Momentum Investing and Business Cycle Risk: Evidence from Pole to Pole (58) : 2515 ~ 2547,"
"Understanding the Nature of Risks and the Sources of the Rewards to Momentum Investing (14) : 29 ~ 78,"
"Momentum Strategies: Evidence from the Pacific Basin Stock Market (25) : 383 ~ 397,"
"Bad News Travels Slowly: Size, Analyst Coverage, and the Profitability of Momentum Strategies (55) : 265 ~ 295,"
Volume for Winners and Losers Taxation and Other Motives for Stock Trading 

"Price Momentum and Trading Volume (55) : 2017 ~ 2069,"
"Trading Volume: Definition, Data Analysis, and Implication of Portfolio Theory (13) : 257 ~ 300,"
"Do Industries Explain Momentum? (54) : 1249 ~ 1290,"
"Is It Overreaction? The Performance of Value and Momentum Strategies at Long Horizons,"
"Brownian Motion in the Stock Market (7) : 145 ~ 173,"
"International Momentum Strategies (55) : 267 ~ 284,"
"Stock Prices and Social Dynamics (2) : 457 ~ 498,"
"The Delisting Bias in CRSP Data (52) : 327 ~ 340,"

A Theory of Intraday Patterns Review of 

"Toward a General Theory of Market Making,"
"Washington University in St. Louis. tility,"
"An Empirical Analysis of the Limit Order Book and the Order Flow in the Paris Bourse 50 : 1655 ~ 1689,"
"The Sources of Risk in a Dynamic Financial Market with Informed trader Trading,"
"Earnings Announcement, Private Information, and Strategic Informed Trading,"
"Prices as Aggregators of Private Information Evidence From S&P 500 Futures Data 35 : 111 ~ 126,"
"A Subordinated Stochastic Process Models with Finite Variance for Speculative Prices eco (metrica) : 135 ~ 155,"
and Information in Security Markets 
"One Day in the Life of a Very Common Stock 10 : 805 ~ 835,"
"Liquidity, information, and infrequently traded stocks 51 : 1405 ~ 1436,"
A Theory of the Intraday Variations in Volume and Trading Costs in Securities Markets Review of 
The Effect of Public Information and Competition on Trading Volume and Price Volatility Review of 
"Can speculative trading explain the volume-volatility relation? 13 : 379 ~ 396,"
"Strategic trading when agents forecast the forecasts of others 51 : 1437 ~ 1478,"

Estimating the Components of the Bid-Ask Spread 
and Transaction Prices in a Specialist Market with Heterogeneously Informed Traders 
"On the Impossibility of Informationally Efficient Markets : 393 ~ 408,"
A Transaction Data Study of Weekly and Intradaily Patterns in Stock Returns 
Transaction Data Tests of the Mixture of Distributions Hypothesis 
"The Estimation of Higher-Order Continuous Time Autoregressive Models eco (metric theory) : 97 ~ 112,"
"NYSE and Stern School of Business,"
"Reports and Quotes at the New York Stock Exchange,"

Review of 
"Intraday Trade in Dealership Markets,"
The Dependence between Hourly Prices and Trading Volume 
New Results in Linear Filtering and Prediction Theory Transactions of the ASME 
Inferring Trade Direction from Intraday Data 
A Bayesian Model of Intraday Specialist Pricing 
"and Trading Strategies under Asymmetric Information University of Pennsylvania.,"
An Investigation of transactions data for NYSE stocks 
"기술적 거래전략의 예측력 검정 16 : 67 ~ 93,"
"이동평균법과 신경망 기법을 이용한 마켓타이밍 전략의 투자성과 19 : 111 ~ 143,"
"The profitability of moving average trading rules in South Asian stock markets : 17 ~ 33,"
"Higher-order improvements of a computationally attractive k-step bootstrap for extremum estimators (1230),"
"A note on the weak form efficiency of capital markets: the application of simple technical trading rules to UK stock prices - 1935 to 1994 20 : 1121 ~ 1132,"
"A Reality Check for Data Snooping 68 : 1097 ~ 1126,"
"지수수익률의 선택과 비정상수익률 추정치의 편의 16집 : 467 ~ 512,"
"지수수익률의 선택과 비정상수익률 추정치의 편의 16집 : 467 ~ 512,"
"사건연구에서의 주식성과 측정 : 301 ~ 327,"
"증권사 추천정보에 대한 투자자별 행동유형과 성과평가 1 (1) : 97 ~ 114,"
"증권사 애널리스트의 투자등급 변경이 주가수익률 및 거래량에 미치는 영향에 관한 연구 (3) : 1 ~ 44,"
"Who is Afraid of Reg FD? The Behavior and Performance of Sell-side Analysts Following the SEC's Fair Disclosure Rules,"
"Regulation Fair Disclosure and Earnings Information: Market, Analyst and Corporate Response,"
"Can Investors Profit from the Prophets? Security Analyst Recommendations and Stock Returns 56 : 531 ~ 565,"
"Are All Brokerage Houses Created Equal? Testing for Systematic Differences in the Performance of Brokerage House Stock Recommendations,"
"The Use of Target Prices to Justify Sell-side Analysts Stock Recommendations 16 (1) : 27 ~ 41,"
"An Empirical Analysis of Analysts' Target Prices: Short Term Informativeness and Long Term Dynamics,"
"On the Efficiency of Regulation Fair Disclosure: Theory & Evidence,"
"Analyzing the Analysts: Career Concerns and Biased Earnings Forecasts, Forthcoming,"
"Bad News Travels Slowly: Size, Analyst Coverage and the Probability of Momentum Strategies 55 : 265 ~ 295,"
"The Effect of Regulation Fair Disclosure on Analyst Behavior,"
"Impact of Regulation Fair Disclosure on the Quality of Analysts' Forecasts,"
"What Does It Take to Become a Superstar? Evidence from Institutional Investor Ranking of Financial Analysts,"
"How Has Regulation Fair Disclosure Affected the Functioning of Financial Analysts?,"
"The Anatomy of the Performance of Buy and Sell Recommendations 51 (5) : 25 ~ 29,"
Do Brokerage Analysts Recommendations Have Investment Value? 51 : 137 ~ 167
"코스닥 등록시 발행가 결정방식에 관한 연구-수요예측제도를 중심으로 (28) : 181 ~ 212,"
"시장의 상황과 주관회사의 시장조성,"
"우리나라 신규공모주의 장기성과에 관한 연구 (18) : 333 ~ 369,"
"주간회사의 시장조성활동이 신규공모주식의 가격형성에 미치는 영향에 관한 연구 (20) : 329 ~ 367,"
"신규공모주의 발행가 할인과 초기성과에 대한 연구 12 (1) : 197 ~ 226,"
"발행가 자율화 이전과 이후의 IPO 초기성과에 대한 연구 (27) : 139 ~ 180,"
"신규공모주의 장기성과에 대한 재고찰 13 (1) : 99 ~ 127,"
"Stabilization Activities by Underwriters after Initial Public Offerings 55 (3) : 1075 ~ 1103,"
"Fads In The Initial Public Offering Market? : 45 ~ 57,"
Signaling By Underpricing In The IPO Market 
and The Underpricing Of Initial Public Offerings 
How Investment Bankers Determine The Offer Price And Allocation Of New Issues 
A Comparative Analysis Of IPO Proceeds Under Alternative Regulatory Environments 
"Who Benefits From Secondary market price stabilization of IPOs? 22 : 741 ~ 767,"
"How Stock Flippers Affect IPO Pricing and Stabilization 38 (2) : 319 ~ 340,"
Price Stabilization In The Market For New Issues 
The Market's Problems With The Pricing Of Initial Public Offerings 

"""Initial Public Offerings:International Insights 50 : 23 ~ 51,"
"The New Issues Puzzle 50 (1) : 23 ~ 51,"
"Why Don't Issuers Get Upset About Leaving Money on the Table in IPOs? 15 (2) : 413 ~ 443,"
The Long Run Performance Of Initial Public Offerings 
"Initial Public Offerings 2 (1) : 5 ~ 30,"
"A Review of IPO Activity, Pricing, and Allocations 57 (4) : 1795 ~ 1828,"

Anatomy Of Initial Public Offerings Of Common Stock 

Secondary Market Price Stabilization of Initial Public Offerings 12 (1)
"한국주식시장에서의 개장주문불균형의 가격효과 (14) : 29 ~ 57,"
"한국증권시장의 매매거래제도,"
"각국의 증권거래제도 및 거래시스템 비교분석,"
"한국주식시장에서 동시호가기간중 주문행태와 가격발견기능에 관한 연구,"
A Theory of Intraday Patterns Review of 

Evidence from the Japanese Stock Market 
"The Effects of Opening and Closing Procedure on the NYSE and NASDAQ,"
"Price Discovery and Trading After Hours,"

"Price Doscovery and Learning during the Preopening Period in the Paris Bourse 107 : 1218 ~ 1248,"
"Price Discovery without Trading: Evidence from the Nasdaq Preopening 55 : 1339 ~ 1365,"
"Trade Size, Order Imbalance, and the Volatility-Volume Relation 57 : 247 ~ 273,"
"An Analysis of Interday and Intraday Return Volatility- Evidence from the Korea Stock Exchange : 175 ~ 188,"
"Stock Returns and Trading at the Close 3 : 45 ~ 67,"
"Pricing Errors at the NYSE Open and Close :Evidence from Internationally Cross-Listed Stocks 5 : 95 ~ 126,"
A Theory of the Interday Variations in Volume and Trading Costs in Securities Markets Review of 
Price Formation on Stock Echanges The Evolution of Trading within the Day Review of 
"Manipulation of Closing Prices,"
The Trading Decision and Market Clearing under Transaction Price Uncertainty 
"Volatility, Efficiency, and Trading: Further Evidence 6 : 26 ~ 42,"
"Price Discovery in Auction Markets: A Look Inside the Black Box 13 : 627 ~ 658,"
"SuperMontage, the next generation market platform from NASDAQ,"
"A Closing Call's Impact on Market Quality at Euronext Paris,"
"The Walrasian Tatonnement to Economize on Cognitive Transaction Costs:An Experiment,"
"Friction 55 : 1479 ~ 1514,"
Review of 
"외국인 투자가 증시에 미친 영향 분석 증 : 40 ~ 61,"
"판단자의 관점이 의사결정에 미치는 영향 13 (2) : 147 ~ 159,"
"도박심리를 이용한 주식투자 행태분석 : 395 ~ 435,"
"대세상승장에서 개인투자자의 대체주 전환의도 결정요인 32 (6),"
"Trading is Hazardous to Your Wealth: The Common Stock Investment Performance of Individual Investors (2) : 773 ~ 806,"
"Transmission of Information and Herd Behavior : An Application to Financial Markets 85 (26) : 5659 ~ 5662,"
"Market efficiency, long-term returns, and behavioral finance 49 : 283 ~ 306,"
"Preference for Stock Characteristics As Revealed by Mutual Fund Portfolio Holdings 51 : 111 ~ 135,"
Discussion of predicting contemporary volume with historic volume at differential price levels 
"An Analysis of Decision Under Risk eco (metrica) : 263 ~ 291,"
Volume for winners and losers Taxation and other motives for stock trading 
"Are Investors Reluctant to Realize Their Losses? 3 (5) : 1775 ~ 1798,"
"Do Investors Trade Too Much? 89 (5) : 1279 ~ 1298,"
"Annual Review of Psychology : 87 ~ 131,"
"Adding Risks :Samuelson's Fallacy of Large Numbers Revisited 34 (3) : 323 ~ 339,"
The disposition sell winners too early and ride losers too long 
Contingent Weighting in Judgment and Choice 95 : 371 ~ 384
"Equilibrium Mispricing in a Capital Market with Portfolio Constraint 13 : 715 ~ 748,"
"Financial Innovations and Arbitrage Pricing in Economies with Frictions: Revisited 74 : 435 ~ 447,"
"Financial Innovation and Arbitrage Pricing in Frictional Economies 65 : 117 ~ 135,"
"Dynamic Asset Pricing Theory,"
Absence of Arbitrage Review of 
"Regularity and Constrained Suboptimality of Competitive Allocations When the Asset Markets are Incomplete Essays in Honor of Kenneth Arrow 3,"
"Transaction Costs and a Redundant Security: Divergence of Individual and Social Relevance 33 : 497 ~ 530,"
Martingales and Arbitrage in Multiperiod Securities Markets 

An Essay on Market Imperfections 
Arbitrage and Equilibrium in Economies with Infinitely Many Commodities 
"Asset Pricing in Economies with Frictions 64 : 1439 ~ 1467,"
"Theory of Incomplete Markets, Incomplete Markets 4,"
"The Fundamental Theorem of Asset Pricing with Cone Constraints 31 : 265 ~ 279,"
Valuation of Risky Assets in Arbitrage Free Economies with Frictions 
Equilibrium in Economies with Incomplete Financial Markets 
"Limited Arbitrage Pricing and Equilibrium 32 : 85 ~ 132,"
"Laws of One Price, Arbitrage, and Equilibrium"
"회계정보 유용성의 추세변화와 원인분석 : 1187 ~ 1206,"
"연구개발비 정보의 기업가치 관련성에 관한 연구: 산업별 비교 : 255 ~ 278,"
"연구개발지출의 다기간 이익효과 분석 : 289 ~ 310,"
"발생주의적 조정의 유용성 저하에 관한 연구 : 53 ~ 80,"
"Value-Relevance of Nonfinancial Information:The Wireless Communications Industry 22 : 3 ~ 30,"
"The Effect of Concern about Reported Income on Discretionary Spending Decisions The Case of Research and Development : 818 ~ 829,"
"Estimating the R&D Intangible Asset,"
"Revalued Financial, Tangible, and Intangible Assets: Associations with Share Prices and Non Market-Based Value Estimates 36 : 199 ~ 233,"
"Unseen Wealth,"
Use of R2 in 
"Managerial Discretion and Accounting for Research and Development Costs 18 : 35 ~ 79,"
"Excess Returns to R&D-Intensives Firms 7 : 133 ~ 158,"
"The Stock Market Valuation of Research and Development Expenditures 56 : 2431 ~ 2456,"
"Changes in the Value-Relevance of Earnings and Book values over the past forth years 24 : 39 ~ 67,"
"Equity Valuation and Negative Earnings: The Role of Book Value of Equity 74 : 29 ~ 61,"
"Market Valuation in the Economy: An Investigation of What has Changed 35 : 43 ~ 67,"
"""Executive Incentives and the Horizon Problem:An Empirical Investigation 14 : 51 ~ 89,"
"Have Financial Statements Lost Their Relevance? 37 : 319 ~ 352,"
"The Economic versus Accounting impacts of R&D on U.S. Market to Book ratios,"
"The Information Content of Loss 20 : 125 ~ 153,"
"R&D Accounting and the Tradeoff Between Relevance and Objectivity 40 : 677 ~ 710,"
"Intangibles: Management, Measurement and Reporting,"
"R&D Reporting Biases and Their Consequences,"
"The Capitalization, Amortization, and Value-Relevance of R&D 21 : 107 ~ 138,"
"Penetrating the Book-to-Market Black Box: The R&D Effect 26 : 419 ~ 449,"
"The Boundaries of Financial Reporting and How to Extend Them 37 : 353 ~ 385,"
"Earnings, Book Values, and Dividends in Equity Valuation 11 : 661 ~ 687,"
"Performance Drivers: BSC,"
"Earnings Expectations and Discretionary Research and Development Spending : 43 ~ 51,"
"The Accounting Based Valuation of Corporate R&D : 44 ~ 68,"
"Business and Financial Reporting, Challenges from the New Economy,"
"Likelihood Ratio Tests for Model Selection and Non-Nested Hypothese : 307 ~ 333,"
"The Future of Accounting and Financial Reporting, Part II: The Colorized Approa 10 : 138 ~ 148"
"Mean and volatility transmission for Latin American equity markets 20 : 39 ~ 57,"

"The response of financial markets in Australia and New Zealand to news about the Asian crisis : 308 ~ 348,"
International transmission of stock market movement 
"On the relation between the expected value and the volatility of the nominal excess return on stocks : 1779 ~ 1801,"
"Inter-linkages among South East Asian stock markets,"
"International Financial Statistics Yearbook,"
"Volatility spill-overs across equity markets: European evidence 8 : 245 ~ 256,"
"Financial Econometrics,"
"Asymmetric volatility transmission in international stock markets 14 : 747 ~ 762,"
"Response asymmetries in the Latin American equity markets 10 : 175 ~ 185,"
Threshold ARCH models and asymmetries in volatility 
"International interdependence and business cycle transmission in ASEAN 13 : 230 ~ 253,"
Mean and volatility spillovers across major national stock markets 
"재벌 개혁을 위한 금융개혁의 방향과 과제 : 223 ~ 262,"
"재벌의 소유구조와 총수의 지배력 : 219 ~ 253,"
"상호지급보증과 재벌의 내부자본시장 6 (2) : 53 ~ 74,"
"기업집단의 내부자본시장과 투자의사결정 11 (2) : 1 ~ 21,"
"5대재벌의 내부거래 효율성에 관한 연구,"
"재벌의 내부거래-현황과 쟁점 16 : 213 ~ 249,"
"재벌개혁론에 대한 내부(자본)시장 관점 20 : 245 ~ 258,"
"한국 그룹기업의 내부자본시장과 정보효율성 : 83 ~ 107,"
"내부자본시장에서 금융계열사의 역할과 기능 : 5 대재벌의 경우 2 : 631 ~ 657,"
"내부금융시장과 기업의 투자행동 : 5대 재벌을 중심으로 16 (1) : 115 ~ 127,"
"재벌의 지배구조와 상호지급보증 17 (1) : 1 ~ 12,"
"기업정보 웨어하우스,"
"Tunneling or Value Added? Evidence from Mergers by Korean Business Groups 57 (6) : 2695 ~ 2740,"
"Beatrice: A Study in the Creation and Destruction of Value : 1081 ~ 1119,"
Private Benefits from Control of Public Corporations 
"Blockholdings in Europe: An International Comparision 43 : 1049 ~ 1056,"
"Diversification's Effect on Firm Value 37 (1) : 39 ~ 65,"
"Causes and Consequences of Corporate Refocusing Programs 12 (2) : 311 ~ 345,"
Ownership of Equity in Dual-Class Firms 
"Ferreting Out Tunneling: An Application to Indian Business Groups 7952,"
"Diversification and the Value of Internal Capital Markets :The Case of Tracking Stock 24 (9) : 1457 ~ 1490,"
"Cross Subsidies, External Financing Constraints, and the Contribution of the Internal Capital Market to Firm Value,"
"Ownership Structure, Expropriation, and Economic Performance of Group-affiliated Companies in Korea,"
"Ownership Structure, Investment, and the Corporate Value: An Empirical Analysis 47 : 103 ~ 121,"
"A Simple Approximation of Tobin's q : 70 ~ 74,"
"The Benefits and Costs of Group Affiliation: Evidence from East Asia (47),"
"Corporate Diversification in East Asia: The Role of Ultimate Ownership and Group Affiliation 2089,"
"Disentangling the Incentive and Entrenchment Effects of Large Shareholdings 57 (6) : 2379 ~ 2408,"
The Problem of Social Cost 
"The Rise of Dispersed Ownership: The Role of Law in the Separation of Ownership and Control (182),"
"Corporate Focus and Stock Returns 37 (1) : 67 ~ 87,"
The Structure of Corporate Ownership 
"Agency Problems, Equity Ownership, and Corporate Diversification 52 (1) : 135 ~ 160,"
"Capital Market Development, Legal Systems and the Value of Corporate Diversification: A Cross-Country Analysis,"
"Synergies and Internal Agency Conflicts: The Double-Edged Sword of Mergers,"
Quarterly 
"Corporate Structure and Equity Offerings: Are There Benefits to Diversification? 74 (4) : 613 ~ 635,"
Evidence from Japanese Industrial Groups Quarterly 
"A Re-Examination of the Conglomerate Merger Wave in the 1960s: An Internal Capital Markets View 54 (3) : 1131 ~ 1152,"
"Why Firms Diversify: An Empirical Examination,"
"Agency Costs of Free Cash Flow : 323 ~ 329,"

"The Bright Side of Internal Capital Markets 56 (4) : 1489 ~ 1528,"
"Why Focused Strategies May Be Wrong for Emerging Markets 75 (4) : 41 ~ 51,"
"Is Group Affiliation Profitable in Emerging Markets? An Analysis of Diversified Indian Business Groups 55 (2) : 867 ~ 891,"
"Cash Flow and Investment: Evidence from Internal Capital Markets 52 (1) : 83 ~ 109,"

"Corporate Ownership around the World 54 (2) : 471 ~ 517,"
"Law and Finance 106 (6) : 1113 ~ 1155,"
Investor Protection and 
"Investor Protection and Corporate Valuation 57 (3) : 1147 ~ 1170,"
"Diversified Business Groups and Diversification Value in Developing Countries,"
"International Evidence on the Value of Corporate Diversification 54 (6) : 2215 ~ 2239,"
"Is Corporate Diversification Beneficial in Emerging Markets? 31 (2) : 5 ~ 31,"
"Organizational Prospects, Influence Costs, and Ownership Changes : 9 ~ 35,"
"Corporate Groups, Dual-class Shares and the Value of Voting Rights 22 (9) : 1117 ~ 1137,"
"Red Barons or Robber Barons? Governance and Financing in Russian Financial-Industrial Groups 45 (9) : 1601 ~ 1617,"
"The Cost of Diversity: The Diversification Discount and Inefficient Investment 55 (1) : 35 ~ 80,"
"The Dark Side of Internal Capital Market II : Evidence from Diversified Conglomerates 6532,"
"The Dark Side of Internal Capital Markets: Divisional Rent-Seeking and Inefficient Investment 55 (6) : 2537 ~ 2564,"
"The Value of Diversification During the Conglomerate Merger Wave 51 (4) : 1201 ~ 1225,"
"Financing Constraints and Internal Capital Markets: Evidence from Korean`chaebols' 5 (2) : 169 ~ 191,"
"Are Internal Capital Markets Efficient? 113 (2) : 531 ~ 552,"
A Survey of 
"Internal Capital Markets and the Competition for Corporate Resources 52 (1) : 111 ~ 133,"

"On the Costs of a Bank-Centered Financial System Evidence from the Changing Main Bank Relations in Japan 53 (2) : 635 ~ 672,"
"A Theory of Pyramidal Structures,"
The Value of the Voting Right A Study of the Milan Stock Exchange Experience Review of 
"비기대이익과 초과주가수익률의 측정,"
"연차이익공시에 대한 거래량반응: 한국증권시장에서의 실증적 거래 22 : 1 ~ 36,"
The Time Series Properties of Annual Earnings 

